date,open,close,total_mv,big_amount,inst_full_ratio,factor,trend,signal_raw,pos,pos_prev,turnover_units,cost,strat_ret,index_ret,index_nav,strat_nav
2024-04-18,4237.9544,4253.3298,86062723079072.03,14630237.03,1.6999505135990346e-07,1.6999505135990346e-07,-5.465074646350255e-08,-1,-1,-1,0,0.0,-0.00042768318984931497,0.00042768318984931497,0.7446065682651936,1.0844989760627
2024-04-19,4230.8918,4226.2189,85814266520051.02,13333291.64,1.553738344530929e-07,1.553738344530929e-07,-4.482035173563147e-08,-1,-1,-1,0,0.0,0.0063740413452069156,-0.0063740413452069156,0.7398604152131586,1.0914116173749582
2024-04-22,4210.9515,4204.4026,85208466332155.02,11867377.11,1.392746239996767e-07,1.392746239996767e-07,-7.609923332991065e-08,-1,-1,-1,0,0.0,0.005162132041953482,-0.005162132041953482,0.7360411580572137,1.0970456282559697
2024-04-23,4198.5579,4183.6954,84708681918607.02,10708136.530000001,1.2641132275306794e-07,1.2641132275306794e-07,-9.483948460824917e-08,-1,-1,-1,0,0.0,0.0049251230127201895,-0.0049251230127201895,0.7324160648113569,1.1024487129256972
2024-04-24,4188.7956,4226.6507,85402722923784.98,11632266.559999999,1.3620486750031207e-07,1.3620486750031207e-07,-7.23433926994488e-08,-1,-1,-1,0,0.0,-0.010267310569502808,0.010267310569502808,0.7399360080148683,1.0911295296031405
2024-04-25,4211.8177,4234.6607,85618662494349.02,10744998.629999999,1.2549832381122734e-07,1.2549832381122734e-07,-5.925112867465292e-08,-1,-1,-1,0,0.0,-0.0018951175690955502,0.0018951175690955502,0.7413382737436637,1.0890617108614307
2024-04-26,4232.737,4305.3487,86704850273976.98,19572570.27,2.2573789364900592e-07,2.2573789364900592e-07,6.069384972743291e-08,1,-1,-1,0,0.0,-0.016692718734230283,0.016692718734230283,0.7537132250341865,1.070882310037801
2024-04-29,4306.8846,4380.7496,87685781672294.03,21555453.29,2.4582609493701817e-07,2.4582609493701817e-07,6.591170286637083e-08,1,1,-1,2,0.0006,-0.01811330850390831,0.01751330850390831,0.7669132372676859,1.0514850883847084
2024-04-30,4375.5703,4353.8816,87356078606820.98,17841366.8,2.0423726756671173e-07,2.0423726756671173e-07,3.9134938284397876e-08,1,1,1,0,0.0,-0.006133196930497964,-0.006133196930497964,0.7622096073549175,1.0450361232681629
2024-05-06,4406.7363,4428.171,88467223981814.0,19825011.299999997,2.2409442059666503e-07,2.2409442059666503e-07,2.7114144946131282e-08,1,1,1,0,0.0,0.017062797481677272,0.017062797481677272,0.7752150355238032,1.0628673630005248
2024-05-07,4427.5499,4435.5779,88678992810676.98,15695718.29,1.769947739878957e-07,1.769947739878957e-07,3.244765756424028e-11,1,1,1,0,0.0,0.0016726770488311171,0.0016726770488311171,0.7765117199216327,1.0646451968445674
2024-05-08,4423.9711,4387.8698,87959339752330.98,12864232.32,1.4625203368081318e-07,1.4625203368081318e-07,-2.5791332254093905e-08,-1,1,1,0,0.0,-0.010755779985286651,-0.010755779985286651,0.7681597307061591,1.053194107344915
2024-05-09,4387.314,4441.6331,88754883304355.97,14093476.559999999,1.5879099870675296e-07,1.5879099870675296e-07,-1.4427208123190527e-08,-1,-1,1,2,0.0006,0.011652710871229589,0.012252710871229588,0.7775717697894232,1.065466673769088
2024-05-10,4446.1709,4425.0561,88593836668423.02,14628150.879999999,1.6511476904142054e-07,1.6511476904142054e-07,3.2946026361901945e-08,1,-1,-1,0,0.0,0.003732185803460464,-0.003732185803460464,0.7746697274690435,1.0694431933629893
2024-05-13,4398.3122,4400.2339,88221895017345.97,13984689.790000001,1.585172228192374e-07,1.585172228192374e-07,1.7035891475745607e-08,1,1,-1,2,0.0006,0.005009465606548958,-0.005609465606548958,0.7703242442763713,1.074800532258299
2024-05-14,4403.2961,4405.6563,88225018213130.0,12478107.870000001,1.4143502741882075e-07,1.4143502741882075e-07,7.265477998663692e-09,1,1,1,0,0.0,0.00123229812851533,0.00123229812851533,0.771273513400943,1.0761250069427282
