date,open,close,intercept_future,beta_tau,n_contracts,z,signal_raw,pos,pos_prev,turnover_units,cost,strat_ret,index_ret,index_nav,strat_nav,ret_cc
2022-05-26,4774.8286,4792.1577,-0.007319497750490659,-0.03249131615474177,4,-1.0001209162713072,-1,-1,0,1,0.0003,-0.0003,0.0048272687055797014,0.8042230018199815,0.8772072986778829,0.0048272687055797014
2022-05-27,4817.2549,4795.2924,-0.006226126652538031,-0.03202068215006785,4,-0.5516807199405254,0,-1,-1,0,0.0,-0.0006541312277767997,0.0006541312277767997,0.8047490691995683,0.876633489990584,0.0006541312277767997
2022-05-30,4815.5912,4834.6686,-0.008547985572026968,-0.0331554219764495,4,-1.2580435213630625,-1,0,-1,1,0.0003,-0.008511428358362305,0.008211428358362305,0.8113572085277594,0.8691720868439881,0.008211428358362305
2022-05-31,4836.5106,4901.9946,-0.007069906316983163,-0.033885818929625444,4,-0.6483223760254406,0,-1,0,1,0.0003,-0.0003,0.0139256701069439,0.8226559013526079,0.8689113352179348,0.0139256701069439
2022-06-01,4892.1721,4904.7429,-0.007670555241656189,-0.034244865714795965,4,-0.8421362063514137,0,0,-1,1,0.0003,-0.0008606493324166183,0.0005606493324166184,0.8231171228345099,0.8681635072573504,0.0005606493324166184
2022-06-02,4884.4175,4931.2084,-0.00636653019425874,-0.03414978123656108,4,-0.20466653318924943,0,0,0,0,0.0,0.0,0.005395899548577887,0.8275585801460393,0.8681635072573504,0.005395899548577887
2022-06-06,4933.515,5027.5473,-0.007434869166132398,-0.03576682018647685,4,-0.6917368430115978,0,0,0,0,0.0,0.0,0.019536570387088004,0.843726236596501,0.8681635072573504,0.019536570387088004
2022-06-07,5028.5585,5031.3423,-0.008330731995292563,-0.036280992267967445,4,-1.0405801680152462,-1,0,0,0,0.0,0.0,0.000754841232423642,0.8443631159487617,0.8681635072573504,0.000754841232423642
2022-06-08,5035.1875,5061.6596,-0.006590879009375258,-0.03618995724689525,4,-0.17545079197224822,0,-1,0,1,0.0003,-0.0003,0.006025688214455149,0.8494509848252547,0.8679030582051732,0.006025688214455149
2022-06-09,5051.5636,4994.0739,-0.0045609910662434165,-0.03541536109542008,4,0.7931698282314347,0,0,-1,1,0.0003,0.01305247830573194,-0.01335247830573194,0.8381087089785929,0.8792313440438747,-0.01335247830573194
2022-06-10,4959.2925,5079.6942,-0.003894990872199082,-0.03384830744275939,4,1.0991886811864329,1,0,0,0,0.0,0.0,0.01714437986189976,0.8524775630508883,0.8792313440438747,0.01714437986189976
2022-06-13,5035.7823,5058.0435,-0.004238721823666278,-0.04166111258469961,4,0.957393359793588,0,1,0,1,0.0003,-0.0003,-0.0042622053902379164,0.8488441285865959,0.8789675746406616,-0.0042622053902379164
2022-06-14,5004.7918,5084.0897,-0.0012531680282012458,-0.03852227072575205,4,2.0245324202339217,1,0,1,1,0.0003,0.004849461446901427,0.005149461446901427,0.8532152187011812,0.883230094006958,0.005149461446901427
2022-06-15,5089.5026,5111.9643,-0.0030609222753946426,-0.03404077646523107,4,1.1843150087411596,1,1,0,1,0.0003,-0.0003,0.005482712077247376,0.8578931520852454,0.8829651249787559,0.005482712077247376
2022-06-16,5113.8554,5107.8,-0.003857135203271643,-0.03414783784618052,4,0.8296926602327063,0,1,1,0,0.0,-0.0008146183649990757,-0.0008146183649990757,0.8571942965683498,0.8822458453722944,-0.0008146183649990757
2022-06-17,5072.7218,5165.7858,-0.006108117456111815,-0.025263291825404224,3,-0.055304451843141596,0,0,1,1,0.0003,0.011052402208387069,0.011352402208387069,0.8669255109937292,0.8919967813020275,0.011352402208387069
2022-06-20,5179.3991,5200.6789,-0.010640449533098742,-0.024045839866798,4,-1.8145759618851995,-1,0,0,0,0.0,0.0,0.006754654829087325,0.8727812935830219,0.8919967813020275,0.006754654829087325
2022-06-21,5198.4496,5177.676,-0.00883423604479135,-0.022649912405798084,4,-1.1692699787451943,-1,-1,0,1,0.0003,-0.0003,-0.0044230571512499095,0.8689209320409624,0.891729182267637,-0.0044230571512499095
2022-06-22,5182.5904,5111.0577,-0.008716718273937541,-0.02772419355951478,4,-1.0238855305453256,-1,-1,-1,0,0.0,0.012866448190269164,-0.012866448190269164,0.857741005887417,0.9032025695910346,-0.012866448190269164
2022-06-23,5117.2124,5208.3683,-0.0057142559448694384,-0.02555987956340519,4,0.2710025738939922,0,-1,-1,0,0.0,-0.019039229394729684,0.019039229394729684,0.8740717336597736,0.8860062886786816,0.019039229394729684
2022-06-24,5220.5797,5269.8087,-0.0063403524371803514,-0.02447884441440139,4,-0.030251330371837196,0,0,-1,1,0.0003,-0.01209647760316782,0.011796477603167821,0.8843827012894532,0.8752887334514141,0.011796477603167821
2022-06-27,5294.5285,5322.6636,-0.007479521562428485,-0.022785982014531997,4,-0.5094074791117338,0,0,0,0,0.0,0.0,0.010029756867645068,0.8932528447613376,0.8752887334514141,0.010029756867645068
2022-06-28,5321.7087,5386.1106,-0.005584858232937439,-0.022289364796210166,4,0.2748879107010889,0,0,0,0,0.0,0.0,0.011920159673438624,0.903900561299646,0.8752887334514141,0.011920159673438624
2022-06-29,5368.6836,5281.5284,-0.001818525677802353,-0.02039461147719376,4,1.727371661917198,1,0,0,0,0.0,-0.0,-0.01941701679872665,0.8863495089165123,0.8752887334514141,-0.01941701679872665
2022-06-30,5282.5564,5350.8294,-0.005231030802766904,-0.021075452149376072,4,0.24365035696760842,0,1,0,1,0.0003,-0.0003,0.013121391148819717,0.8979796475175702,0.8750261468313787,0.013121391148819717
2022-07-01,5353.5119,5336.141,-0.0047912939938777824,-0.023364834523623413,4,0.3964157691047675,0,0,1,1,0.0003,-0.003045069764324759,-0.002745069764324759,0.8955146307381907,0.8723616311686689,-0.002745069764324759
2022-07-04,5322.9976,5381.5624,-0.005385980369055677,-0.027607359117096723,4,0.10154685208773609,0,0,0,0,0.0,0.0,0.008512031447444945,0.9031372794366812,0.8723616311686689,0.008512031447444945
2022-07-05,5389.8842,5364.211,-0.00690938145088584,-0.029533512774508275,4,-0.6018818836443939,0,0,0,0,0.0,-0.0,-0.0032242309408136993,0.9002253562765191,0.8723616311686689,-0.0032242309408136993
2022-07-06,5346.7979,5293.9007,-0.0059103454782466576,-0.027126537287859232,4,-0.17527263521263753,0,0,0,0,0.0,-0.0,-0.013107295742095126,0.8884258362972698,0.8723616311686689,-0.013107295742095126
2022-07-07,5293.8198,5329.0879,-0.006546711868251803,-0.02890443418535539,4,-0.4144197834696052,0,0,0,0,0.0,0.0,0.006646743487273898,0.8943309749386046,0.8723616311686689,0.006646743487273898
2022-07-08,5352.4822,5308.5241,-0.004544475945368335,-0.0292039296609459,4,0.49594858115907825,0,0,0,0,0.0,-0.0,-0.003858784164547324,0.8908799447346474,0.8723616311686689,-0.003858784164547324
2022-07-11,5286.862,5231.2867,-0.004670462698986863,-0.028746976122744496,4,0.4514178870321164,0,0,0,0,0.0,-0.0,-0.01454969376516535,0.8779179143572309,0.8723616311686689,-0.01454969376516535
2022-07-12,5229.4913,5167.8063,-0.0034452573902506913,-0.030265349534830586,4,1.144208135064767,1,0,0,0,0.0,-0.0,-0.012134758356868391,0.86726459260934,0.8723616311686689,-0.012134758356868391
2022-07-13,5167.4691,5194.8741,-0.004195566593524614,-0.030446296142179186,4,0.8292437307574081,0,1,0,1,0.0003,-0.0003,0.005237773714545035,0.8718071282960648,0.8720999226793184,0.005237773714545035
2022-07-14,5183.8674,5215.7321,-0.0033397061501918308,-0.028818288174381635,4,1.2307788650013838,1,0,1,1,0.0003,0.0037151117425542005,0.0040151117425542004,0.8753075313341288,0.8753398713427449,0.0040151117425542004
2022-07-15,5191.4781,5133.3152,-0.007396526889094429,-0.025742565610141467,3,-0.7472795397613037,0,1,0,1,0.0003,-0.0003,-0.01580159763190292,0.8614762739198126,0.8750772693813421,-0.01580159763190292
2022-07-18,5147.473,5210.4169,-0.0030228749308210973,-0.02314918381416365,4,1.36588530336434,1,0,1,1,0.0003,0.014719864745496214,0.015019864745496214,0.8744155310355423,0.8879582884284937,0.015019864745496214
2022-07-19,5211.3833,5214.0903,-0.0021683019333828806,-0.021458913397902176,4,1.6841395247564817,1,1,0,1,0.0003,-0.0003,0.0007050107641097814,0.8750320033972271,0.8876919009419652,0.0007050107641097814
